TITULO_ORIGINAL,TITULO_BRASIL,RAZAO_SOCIAL_DISTRIBUIDORA,PAIS_OBRA,PUBLICO,ANO
CASA IZABEL,,OLHAR DISTRIBUICAO DE FILMES LTDA,BRASIL,60,2024
CASA VAZIA,,PANDA FILMES LTDA,BRASIL,878,2023
CASABLANCA,CASABLANCA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,244,"2020, 2023"
CASADENTRO,CASADENTRO,ESFERA PRODUÇÕES CULTURAIS EIRELI,PERU,1924,"2015, 2016"
CASANOVA VARIATIONS,VARIAÇÕES DE CASANOVA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,3261,2017
CASSE-TÊTE CHINOIS,"ENIGMA CHINÊS, O",SM DISTRIBUIDORA DE FILMES LTDA,FRANÇA,27732,2014
CASTANHA,,VITRINE FILMES LTDA,BRASIL,3196,"2014, 2015, 2017"
CATIVAS - PRESAS PELO CORAÇÃO,,MORO COMUNICACAO LTDA,BRASIL,1312,2015
CATS,CATS,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,68708,"2019, 2020"
CATS AND DOGS 3: PAWS UNITE!,COMO CÃES E GATOS 3: PELUDOS UNIDOS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,28842,"2020, 2021"
CATS IN THE MUSEUM,GATOS NO MUSEU,STARK'S CINEMA E LANCHONETE LTDA.,BELARUS (BIELORUSSIA),1170,2023
CATS IN THE MUSEUM,GATOS NO MUSEU,WMIX DISTRIBUIDORA LTDA.,BELARUS (BIELORUSSIA),95695,"2023, 2024"
CAUBY - COMEÇARIA TUDO OUTRA VEZ,,COMUNICAÇÃO ALTERNATIVA LTDA,BRASIL,7505,"2015, 2016"
CAUSA E EFEITO,,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,83459,2014
CAVALO,,DESCOLONIZA FILMES E PRODUCOES ARTISTICAS EIRELI,BRASIL,1339,2021
CAVE OF FORGOTTEN DREAMS,CAVERNA DOS SONHOS ESQUECIDOS,ZETA FILMES LTDA,ALEMANHA,831,"2014, 2017, 2019"
CE QUI NOUS LIE,DE VOLTA À BORGONHA,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,FRANÇA,1832,2022
CEDO DEMAIS,,THE WALT DISNEY COMPANY (BRASIL) LTDA.,BRASIL,366,2024
CEMETERY OF SPLENDOUR,CEMITÉRIO DO ESPLENDOR,ZETA FILMES LTDA,ALEMANHA,4178,"2016, 2017"
CENT KILOS D´ETOILES,100 QUILOS DE ESTRELAS,CIRCUITO CINEARTE LTDA,FRANÇA,76,2019
CENTRAL - O FILME,,PANDA FILMES LTDA,BRASIL,16302,2017
CENTRAL DO BRASIL,,VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA,BRASIL,263,2019
CENTRAL INTELLIGENCE,UM ESPIÃO E MEIO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,INGLATERRA,4363,2016
CERTIFIED MAIL,CARTA REGISTRADA,A2 DISTRIBUIDORA DE FILMES LTDA EPP,EGITO,11,2020
CES AMOURS-LÀ,,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,352,2015
CESARE DEVE MORIRE,CÉSAR DEVE MORRER,MARES FILMES EIRELI,ITÁLIA,161,2015
CEZANE ET MOI,CEZANNE E EU,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,BÉLGICA,19150,2019
"CHACRINHA, EU VIM PARA CONFUNDIR NÃO PARA EXPLICAR",,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,BRASIL,133,2021
"CHACRINHA, O VELHO GUERREIRO",,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,36195,2018
CHALLENGERS,RIVAIS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,186158,2024
CHAMA A BEBEL,,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,8041,2024
CHAMBRE 212 (AKA) ON A MAGICAL NIGHT,QUARTO 212,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,865,"2020, 2021"
CHAMPIONS,CAMPEÕES,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,5420,2023
CHAOS WALKING,MUNDO EM CAOS,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,61170,2021
CHAPPIE,CHAPPIE,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,354667,2015
CHARLATAN,O CHARLATAO,A2 DISTRIBUIDORA DE FILMES LTDA EPP,REPÚBLICA TCHECA,2036,2021
CHARLIE´S ANGELS,AS PANTERAS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,453406,"2019, 2020"
CHARLOTE SP,,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,BRASIL,432,2016
CHARMING,ENCANTADO,WMIX DISTRIBUIDORA LTDA.,CANADÁ,239625,"2018, 2019, 2021, 2022"
CHATÔ - O REI DO BRASIL,,CHATO LTDA,BRASIL,37675,"2015, 2016"
CHE STRANO CHIAMARSI FEDERICO,QUE ESTRANHO CHAMAR-SE FEDERICO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ITÁLIA,11353,"2014, 2016"
CHEF,CHEF,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,110866,2014
"CHEF JACK, O COZINHEIRO AVENTUREIRO",,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,BRASIL,50761,2023
CHEGA DE FIU FIU,,PARLATÓRIO PRODUÇÕES LTDA ME,BRASIL,1048,"2018, 2019"
CHERNOBYL: ABYSS,CHERNOBYL: O FILME,SM DISTRIBUIDORA DE FILMES LTDA,RÚSSIA,14910,2021
CHICO - ARTISTA BRASILEIRO,,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,BRASIL,127013,"2015, 2016"
CHICO PARA SEMPRE,,FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA,BRASIL,8384,2022
CHICO VENTANA TAMBÉM QUERIA TER UM SUBMARINO,,VITRINE FILMES LTDA,ARGENTINA,349,2021
CHILD 44,CRIMES OCULTOS,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,18210,2015
CHILD´S PLAY,BRINQUEDO ASSASSINO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,345987,"2019, 2020"
CHINATOWN,CHINATOWN,CINEMARK BRASIL S.A,ESTADOS UNIDOS,2675,2014
CHOCANTE,,WMIX DISTRIBUIDORA LTDA.,BRASIL,156053,2017
CHOCOLAT,CHOCOLATE,ANTONIO FERNANDES FILMES LTDA,FRANÇA,40047,2016
CHORAR DE RIR,,WARNER BROS. (SOUTH) INC.,BRASIL,82715,2019
CHORÃO: MARGINAL ALADO,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,636,2021
CHRISTABEL,,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,BRASIL,97,2021
CHRISTIANE F. - WIR KINDER VOM BAHNHOF ZOO,"EU, CHRISTIANE F., 13 ANOS, DROGADA E PROSTITUÍDA",A2 DISTRIBUIDORA DE FILMES LTDA EPP,ALEMANHA,2734,"2022, 2024"
CHRISTOPHER ROBIN,CHRISTOPHER ROBIN - UM REENCONTRO INESQUECÍVEL,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,292386,2018
CHRZEST,O BATISMO,FREDERICO DA CRUZ MACHADO - ME,POLÔNIA,905,2014
CHURCHILL,CHURCHILL,ANTONIO FERNANDES FILMES LTDA,REINO UNIDO,35762,2017
CHUVA É CANTORIA NA ALDEIA DOS MORTOS,,EMBAUBA FILMES LTDA,BRASIL,3815,2019
CHÃO,,VITRINE FILMES LTDA,BRASIL,37,2021
CIALO,BODY,OMF SERVICOS & CONSULTORIA LTDA,POLÔNIA,3230,"2015, 2016"
CIDADE CINZA,,CIRCUITO CINEARTE LTDA,BRASIL,3737,"2014, 2015"
CIDADE CORRERIA - UM BANDO DE ARTISTAS,,PRETA PORTÊ FILMES E PRODUÇÕES CULTURAIS LTDA,BRASIL,48,2022
"CIDADE DE DEUS, 10 ANOS DEPOIS",,LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME,BRASIL,3639,"2015, 2016"
CIDADE PÁSSARO,,VITRINE FILMES LTDA,FRANÇA,212,2020
CIDADE RABAT,CIDADE RABAT,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,PORTUGAL,29,2024
"CIDADE, CAMPO",,VITRINE FILMES LTDA,BRASIL,2516,2024
CIDADES FANTASMAS,,CASA DE CINEMA DE PORTO ALEGRE LTDA.,BRASIL,1226,2017
CIDADÃO BOILESEN,,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,BRASIL,200,2014
CINCO VEZES CHICO O VELHO E SUA GENTE,,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,BRASIL,1151,"2015, 2016"
CINDERELA POP,,VITRINE FILMES LTDA,BRASIL,476786,"2019, 2020"
CINDERELLA,CINDERELA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,4189732,"2015, 2016, 2018"
CINDERELLA AND THE SECRET PRINCE,CINDERELA E O PRÍNCIPE SECRETO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,88063,"2018, 2019"
CINDERELLA'S CURSE,A MALDIÇÃO DE CINDERELA,A2 DISTRIBUIDORA DE FILMES LTDA EPP,REINO UNIDO,2545,2024
CINE HOLLIÚDY,,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,2346,"2014, 2015"
CINE HOLLIÚDY 2 - A CHIBATA SIDERAL,,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,169970,2019
CINE MARROCOS,,BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP,BRASIL,323,2021
CINE SÃO PAULO,,PARLATÓRIO PRODUÇÕES LTDA ME,BRASIL,438,2019
CINEMA NOVO,,VITRINE FILMES LTDA,BRASIL,7188,"2016, 2017"
"CINEMA, ASPIRINAS E URUBUS",,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,BRASIL,270,"2014, 2015"
CINEMAGIA - A HISTÓRIA DAS VIDEOLOCADORAS DE SÃO PAULO,,A. R. DE OLIVEIRA PRODUCAO DE VIDEO - ME,BRASIL,222,2017
CIRCO VOADOR - A NAVE,,ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA,BRASIL,945,2015
CIRCULAR,,GRAFO AUDIOVISUAL LTDA,BRASIL,86,2014
CITIZEN KANE,CIDADÃO KANE,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,11,2023
CITOYENS DU MONDE,CIDADÃOS DO MUNDO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ITÁLIA,3611,2021
CIVIL WAR,GUERRA CIVIL,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,950652,2024
CI´ANCORA DOMANI,AINDA TEMOS O AMANHÃ,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ITÁLIA,19045,2024
CLARA SOLA,CLARA SOLA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,SUÉCIA,2242,2022
CLARET,O SANTO DE TODOS - A VIDA E MISSÃO DE SANTO ANTONIO MARIA CLARET,AM DE MORAIS PRODUCOES E EVENTOS,ESPANHA,3554,2022
CLARICE LISPECTOR - A DESCOBERTA DO MUNDO,,LAERCIO BOGNAR ANTONIO EIRELI,BRASIL,5757,"2022, 2023"
CLARISSE OU ALGUMA COISA SOBRE NÓS DOIS,,SEREIA DISTRIBUIÇÃO DE FILMES LTDA,BRASIL,3887,2017
CLIFFORD THE BIG RED DOG,CLIFFORD - O GIGANTE CÃO VERMELHO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,CANADÁ,191419,"2021, 2022, 2023, 2024"
CLOSE,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,40,2024
CLOSE,CLOSE,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BÉLGICA,56981,"2023, 2024"
CLOSE-KNIT,ENTRE-LAÇOS,LANCA DISTRIBUIDORA DE FILMES LTDA,JAPÃO,8263,2018
CLOUDS OF SILS MARIA,ACIMA DAS NUVENS,ANTONIO FERNANDES FILMES LTDA,FRANÇA,45945,2015
CLOUDY WITH A CHANCE OF MEATBALLS 2,TÁ CHOVENDO HAMBÚRGUER 2,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,1975,2014
CLUB SANDWICH,CLUB SANDWICH,ESFERA PRODUÇÕES CULTURAIS EIRELI,MÉXICO,9360,"2015, 2016"
CLUB ZERO,CLUBE ZERO,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ALEMANHA,1619,2024
CLÍMAX,CLIMAX,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,FRANÇA,10374,"2019, 2023"
COBWEB,TOC TOC TOC: ECOS DO ALÉM,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,56069,2023
COCAINE BEAR,O URSO DO PÓ BRANCO,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,56722,2023
COCO,VIVA - A VIDA É UMA FESTA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,1968198,"2018, 2019, 2020"
COCOON,CASULO,OLHAR DISTRIBUICAO DE FILMES LTDA,ALEMANHA,320,"2021, 2022"
CODA,NO RITMO DO CORACAO,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,38381,"2021, 2022"
CODINOME CLEMENTE,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,87,2023
COEURS,MEDOS PRIVADOS EM LUGARES PUBLICOS,CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE,FRANÇA,336,2014
COLD PURSUIT (AKA HARD POWDER),VINGANÇA A SANGUE-FRIO,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,195608,"2019, 2020"
COLD WAR,GUERRA FRIA,ANTONIO FERNANDES FILMES LTDA,FRANÇA,48658,"2019, 2020"
COLDPLAY MUSIC OF THE SPHERES LIVE,COLDPLAY MUSIC OF THE SPHERES LIVE,CINECOLOR DO BRASIL LTDA,INGLATERRA,31892,2022
COLETTE,COLETTE,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,50569,"2018, 2019"
COLLATERAL BEAUTY,BELEZA OCULTA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,508324,2017
COLO,COLO,ZETA FILMES LTDA,FRANÇA,1348,"2017, 2018"
COLOSSAL,COLOSSAL,SM DISTRIBUIDORA DE FILMES LTDA,CANADÁ,4016,2017
COLUMBUS,COLUMBUS,OMF SERVICOS & CONSULTORIA LTDA,ESTADOS UNIDOS,8555,"2017, 2018"
COM OS PUNHOS CERRADOS,,PIQUE-BANDEIRA PRODUCOES LTDA,BRASIL,635,2017
COMBOIO DE SAL E AÇÚCAR,,LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME,BRASIL,3130,2018
COME AWAY,ALICE E PETER: ONDE NASCEM OS SONHOS,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,27629,2021
COMEBACK,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,3368,"2017, 2018"
COMET,EU ESTAVA JUSTAMENTE PENSANDO EM VOCÊ,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,3205,2015
COMING HOME AGAIN,DE VOLTA PARA CASA,ZETA FILMES LTDA,CORÉIA DO SUL,834,2021
COMME UN AVION,UM DOCE REFÚGIO,MARES FILMES EIRELI,FRANÇA,2323,2016
COMO FOTOGRAFEI OS YANOMAMI,,MIRÍADE FILMES E PRODUÇÕES ARTÍSTICAS LTDA,BRASIL,345,2018
COMO NOSSOS PAIS,,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,BRASIL,206905,"2017, 2018"
COMO SE TORNAR O PIOR ALUNO DA ESCOLA,,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,506513,2017
COMO VOCÊ ME VÊ?,,BOND'S PRODUCOES ARTISTICAS E CULTURAIS LTDA.,BRASIL,167,2018
COMO É  CRUEL VIVER ASSIM,,H2O DISTRIBUIDORA DE FILMES LTDA,BRASIL,5181,2018
COMOARA,O TESOURO,ZETA FILMES LTDA,FRANÇA,3110,"2016, 2017"
CONCRETE UTOPIA,SOBREVIVENTES - DEPOIS DO TERREMOTO,SM DISTRIBUIDORA DE FILMES LTDA,CORÉIA DO SUL,27057,2024
CONCUSSION,CONCUSSION,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,67328,2016
CONDADO MACABRO,,ENCRIPTA S/A,BRASIL,428,"2015, 2016"
CONDUCTA,NUMA ESCOLA DE HAVANA,ESFERA PRODUÇÕES CULTURAIS EIRELI,CUBA,28130,"2015, 2016"
CONFIA EM MIM,,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,BRASIL,43285,2014
CONFISSÕES DE ADOLESCENTE - O FILME,,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,BRASIL,798424,2014
CONSECRATION,O CONVENTO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,99150,2023
CONSTRUINDO PONTES,,MAQUINA FILMES LTDA - ME.,BRASIL,2538,2018
CONTACTADO,,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,134,2022
COPA DE ELITE,,FOX FILM DO BRASIL LTDA,BRASIL,647134,2014
COPACABANA,COPACABANA,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,96,2014
CORA,,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,61,"2021, 2022"
CORA CORALINA - TODAS AS VIDAS,,TUCUMÁN DISTRIBUIDORA DE FILMES LTDA,BRASIL,6642,"2017, 2018"
CORAGEM,,BOULEVARD FILMES LTDA,BRASIL,265,"2016, 2017"
CORAGEM! AS MUITAS VIDAS DO CARDEAL DOM PAULO EVARISTO ARNS,,TVMEIOAMBIENTE PRODUÇÃO E COMUNICAÇÃO LTDA,BRASIL,911,"2017, 2018"
CORALINE 15TH ANNIVERSARY,CORALINE 15TH ANNIVERSARY,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,ESTADOS UNIDOS,206103,2024
CORAZON DE PADRE,CORAÇÃO DE PADRE - SÃO JOSÉ,AM DE MORAIS PRODUCOES E EVENTOS,ESPANHA,70093,"2023, 2024"
CORAÇÃO DE COWBOY,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,31486,2018
CORAÇÃO DE LEÃO,,H2O DISTRIBUIDORA DE FILMES LTDA,BRASIL,24875,2014
CORAÇÃO DO SAMBA,,KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA,BRASIL,12,2014
CORDIALMENTE TEUS,,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,426,2022
CORES,,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,20,2014
CORPO DELITO,,VITRINE FILMES LTDA,BRASIL,1447,"2017, 2018"
CORPO ELÉTRICO,,VITRINE FILMES LTDA,BRASIL,19870,"2017, 2018"
CORPO EM TERAPIA,,RB6 PRODUÇÕES LTDA ME,BRASIL,607,2018
CORPO PRESENTE,,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,BRASIL,54,"2014, 2015"
CORPOLÍTICA,,VITRINE FILMES LTDA,BRASIL,2185,2023
CORRENDO ATRÁS,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,14,2020
CORRENDO POR UM SONHO,,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,BRASIL,5346,2021
CORSAGE,CORSAGE,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ÁUSTRIA,10961,2023
COUNTDOWN,A HORA DA SUA MORTE,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,HOLANDA,123246,2020
COUPLES RETREAT,ENCONTRO DE CASAIS,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,52,2019
"CRAFT, THE",JOVENS BRUXAS - NOVA IRMANDADE,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,69933,"2020, 2021"
CRAVOS,,ELO AUDIOVISUAL SERVIÇOS LTDA,BRASIL,66,2021
CRAWL,PREDADORES ASSASSINOS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,230120,2019
CRAZY RICH ASIANS,PODRES DE RICOS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,41569,"2018, 2019, 2020"
CREED,CREED: NASCIDO PARA LUTAR,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,740538,"2016, 2020"
CREED II,CREED II,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,677239,"2019, 2020"
CREED III,CREED III,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,854377,2023
CREEPY,CREEPY,ZETA FILMES LTDA,JAPÃO,4238,"2016, 2017"
CRIMES OF THE FUTURE,CRIMES OF THE FUTURE,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,CANADÁ,13803,"2022, 2023"
CRIMINAL,MENTE CRIMINOSA,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,59948,2016
CRIMSON PEAK,A COLINA ESCARLATE,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,266539,2015
"CRISTINA, 1300 - AFFONSO ÁVILA - HOMEM AO TERMO",,CAJUÍNA AUDIOVISUAL LTDA,BRASIL,72,2024
CRITICAL ROLE: THE MIGHTY NEIN REUNITED,CRITICAL ROLE: THE MIGHTY NEIN REUNITED,CINEMARK BRASIL S.A,ESTADOS UNIDOS,556,2022
CROMOSSOMO 21,,ALEX PIRES DUARTE,BRASIL,4736,"2017, 2018"
CROSSING,CAMINHOS CRUZADOS,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,DINAMARCA,8103,2024
CRUELLA,CRUELLA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,606752,"2021, 2022"
CRY MACHO,CRY MACHO: O CAMINHO PARA A REDENÇÃO,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,7974,"2021, 2024"
CRÍTICO,,VITRINE FILMES LTDA,BRASIL,157,"2016, 2017, 2019"
CRÓNICA DEL FIN DEL MUNDO,CRÔNICA DO FIM DO MUNDO,TUCUMÁN DISTRIBUIDORA DE FILMES LTDA,COLÔMBIA,2517,2014
CRÔ - O FILME,,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,77867,2014
CRÔ EM FAMILIA,,WMIX DISTRIBUIDORA LTDA.,BRASIL,477369,2018
CRÔNICA DA DEMOLIÇÃO,,BOITUI CINEMA LTDA,BRASIL,3509,2017
CRÔNICA DE UMA CIDADE PARTIDA,,ELO AUDIOVISUAL SERVIÇOS LTDA,BRASIL,314,2023
CSAK A SZÉL,APENAS O VENTO,ZETA FILMES LTDA,ALEMANHA,83,"2014, 2016"
CUANDO ACECHA LA MALDAD,O MAL QUE NOS HABITA,SM DISTRIBUIDORA DE FILMES LTDA,ARGENTINA,105450,2024
CUBA LIBRE,,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,BRASIL,827,"2014, 2015"
CUBATÃO - A VOLTA DO GUARÁ VERMELHO,,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,BRASIL,143,2019
CUPCAKES,CUPCAKES,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,FRANÇA,1376,"2014, 2015"
CURRAIS,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,118,2021
CURRAL,,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,BRASIL,926,2021
CURTAS JORNADAS NOITE ADENTRO,,LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME,BRASIL,462,2022
"CURUMIM, O HOMEM QUE QUERIA VOAR",,ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.,BRASIL,2338,2016
CURUPIRA O DEMÔNIO DA FLORESTA,,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,BRASIL,705,2021
CZYSCIEC,PURGATÓRIO,AM DE MORAIS PRODUCOES E EVENTOS,POLÔNIA,29210,"2022, 2023"
CÁSSIA ELLER,,H2O DISTRIBUIDORA DE FILMES LTDA,BRASIL,73317,2015
CÂMARA DE ESPELHOS,,INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME,BRASIL,1491,"2017, 2018"
"CÉU DE SUELY, O",,VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA,BRASIL,30,"2014, 2023"
"CÍCERO DIAS , O COMPADRE DE PICASSO",,COM DOMÍNIO PRODUÇÕES LTDA,BRASIL,929,2016
CÓMPRAME UN REVOLVER,COMPRA-ME UM REVÓLVER,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,MÉXICO,2178,2019
D'APRÈS UNE HISTOIRE VRAIE,BASEADO EM FATOS REAIS,SM DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,37224,"2017, 2018"
D.P.A. - DETETIVES DO PRÉDIO AZUL,,SM DISTRIBUIDORA DE FILMES LTDA,BRASIL,1221862,"2017, 2018, 2019, 2020"
DABBA,LUNCHBOX,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ÍNDIA,21360,2014
DADDY'S HOME,PAI EM DOSE DUPLA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,628491,2016
DADDY'S HOME 2,PAI EM DOSE DUPLA 2,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,447303,"2017, 2018, 2020"
DAFNE,DAFNE,PAGU DISTRIBUICAO DE FILMES LTDA.,ITÁLIA,3244,2019
DALLAS BUYERS CLUB,CLUBE DE COMPRAS DALLAS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,126992,"2014, 2015"
DAMAS DO SAMBA,,ELO AUDIOVISUAL SERVIÇOS LTDA,BRASIL,706,"2015, 2016"
DANADO DE BOM,,INQUIETUDE BRENNAND FORTES PRODUÇÕES CULTURAIS LTDA.,BRASIL,2234,2017
DANCING ARABS,OS ÁRABES TAMBÉM DANÇAM,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,10279,"2015, 2016"
DANCING DREAMS,SONHOS EM MOVIMENTO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,42,2015
DANNY COLLINS,NÃO OLHE PARA TRÁS,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,167981,2015
